,lat,lon,name,admin1,admin2,cc,Country,mapped_unit,isInMap
3066,47.63333,15.61667,Kapellen,Styria,Politischer Bezirk Bruck-Muerzzuschlag,AT,Austria,"Kapellen,Politischer Bezirk Bruck-Muerzzuschlag,Styria,Austria",No
3110,48.66274,15.65663,Horn,Lower Austria,Politischer Bezirk Horn,AT,Austria,"Horn,Politischer Bezirk Horn,Lower Austria,Austria",No
3139,48.73333,15.11667,Hirschbach,Lower Austria,Politischer Bezirk Gmund,AT,Austria,"Hirschbach,Politischer Bezirk Gmund,Lower Austria,Austria",No
3174,47.28333,11.16667,Hatting,Tyrol,Politischer Bezirk Innsbruck Land,AT,Austria,"Hatting,Politischer Bezirk Innsbruck Land,Tyrol,Austria",No
3195,47.25,10.88333,Haiming,Tyrol,Politischer Bezirk Imst,AT,Austria,"Haiming,Politischer Bezirk Imst,Tyrol,Austria",No
3339,47.43333,16.05,Friedberg,Styria,Politischer Bezirk Hartberg-Fuerstenfeld,AT,Austria,"Friedberg,Politischer Bezirk Hartberg-Fuerstenfeld,Styria,Austria",No
3354,47.26356,15.7465,Floing,Styria,Politischer Bezirk Weiz,AT,Austria,"Floing,Politischer Bezirk Weiz,Styria,Austria",No
3362,47.43333,15.65,Fischbach,Styria,Politischer Bezirk Weiz,AT,Austria,"Fischbach,Politischer Bezirk Weiz,Styria,Austria",No
3386,48.71667,16.58333,Falkenstein,Lower Austria,Politischer Bezirk Mistelbach,AT,Austria,"Falkenstein,Politischer Bezirk Mistelbach,Lower Austria,Austria",No
3420,47.38333,15.96667,Eichberg,Styria,Politischer Bezirk Hartberg-Fuerstenfeld,AT,Austria,"Eichberg,Politischer Bezirk Hartberg-Fuerstenfeld,Styria,Austria",No
3427,47.43154,9.89762,Egg,Vorarlberg,Politischer Bezirk Bregenz,AT,Austria,"Egg,Politischer Bezirk Bregenz,Vorarlberg,Austria",No
3438,47.2,15.95,Ebersdorf,Styria,Politischer Bezirk Hartberg-Fuerstenfeld,AT,Austria,"Ebersdorf,Politischer Bezirk Hartberg-Fuerstenfeld,Styria,Austria",No
3452,47.21667,9.71667,Duns,Vorarlberg,Politischer Bezirk Feldkirch,AT,Austria,"Duns,Politischer Bezirk Feldkirch,Vorarlberg,Austria",No
3481,47.14268,16.09643,Burgau,Styria,Politischer Bezirk Hartberg-Fuerstenfeld,AT,Austria,"Burgau,Politischer Bezirk Hartberg-Fuerstenfeld,Styria,Austria",No
3484,47.69648,15.98425,Buchbach,Lower Austria,Politischer Bezirk Neunkirchen,AT,Austria,"Buchbach,Politischer Bezirk Neunkirchen,Lower Austria,Austria",No
3501,47.94452,16.73149,Breitenbrunn,Burgenland,Eisenstadt-Umgebung,AT,Austria,"Breitenbrunn,Eisenstadt-Umgebung,Burgenland,Austria",No
3529,48.01667,14.7,Biberbach,Lower Austria,Politischer Bezirk Amstetten,AT,Austria,"Biberbach,Politischer Bezirk Amstetten,Lower Austria,Austria",No
3536,47.83333,13.03333,Bergheim,Salzburg,Politischer Bezirk Salzburg-Umgebung,AT,Austria,"Bergheim,Politischer Bezirk Salzburg-Umgebung,Salzburg,Austria",No
3537,48.1,17.03333,Berg,Lower Austria,Politischer Bezirk Bruck an der Leitha,AT,Austria,"Berg,Politischer Bezirk Bruck an der Leitha,Lower Austria,Austria",No
3569,47.32176,9.98067,Au,Vorarlberg,Politischer Bezirk Bregenz,AT,Austria,"Au,Politischer Bezirk Bregenz,Vorarlberg,Austria",No
3575,48.21941,14.41784,Asten,Upper Austria,Politischer Bezirk Linz-Land,AT,Austria,"Asten,Politischer Bezirk Linz-Land,Upper Austria,Austria",No
3579,47.25,15.51667,Arzberg,Styria,Politischer Bezirk Weiz,AT,Austria,"Arzberg,Politischer Bezirk Weiz,Styria,Austria",No
3612,47.65,16.01667,Altendorf,Lower Austria,Politischer Bezirk Neunkirchen,AT,Austria,"Altendorf,Politischer Bezirk Neunkirchen,Lower Austria,Austria",No
3613,48.63333,15.58333,Altenburg,Lower Austria,Politischer Bezirk Horn,AT,Austria,"Altenburg,Politischer Bezirk Horn,Lower Austria,Austria",No
3667,47.10083,9.73722,Brand,Vorarlberg,Politischer Bezirk Bludenz,AT,Austria,"Brand,Politischer Bezirk Bludenz,Vorarlberg,Austria",No
3669,46.81417,14.29417,Frauenstein,Carinthia,Politischer Bezirk Sankt Veit an der Glan,AT,Austria,"Frauenstein,Politischer Bezirk Sankt Veit an der Glan,Carinthia,Austria",No
3684,47.07644,15.36052,Thal,Styria,Politischer Bezirk Graz-Umgebung,AT,Austria,"Thal,Politischer Bezirk Graz-Umgebung,Styria,Austria",No
3695,-31.88809,116.7678,York,Western Australia,York,AU,Australia,"York,York,Western Australia,Australia",No
3700,-34.88333,138.55,Woodville,South Australia,Charles Sturt,AU,Australia,"Woodville,Charles Sturt,South Australia,Australia",No
3701,-34.95433,138.87901,Woodside,South Australia,Adelaide Hills,AU,Australia,"Woodside,Adelaide Hills,South Australia,Australia",No
3703,-34.6721,138.89108,Williamstown,South Australia,Barossa,AU,Australia,"Williamstown,Barossa,South Australia,Australia",No
3706,-31.93333,115.8,Wembley,Western Australia,Cambridge,AU,Australia,"Wembley,Cambridge,Western Australia,Australia",No
3715,-34.6663,138.56027,Virginia,South Australia,Playford,AU,Australia,"Virginia,Playford,South Australia,Australia",No
3735,-35.01518,138.73637,Stirling,South Australia,Adelaide Hills,AU,Australia,"Stirling,Adelaide Hills,South Australia,Australia",No
3739,-34.68333,138.68333,Smithfield,South Australia,Playford,AU,Australia,"Smithfield,Playford,South Australia,Australia",No
3742,-35.1898,138.47589,Seaford,South Australia,Onkaparinga,AU,Australia,"Seaford,Onkaparinga,South Australia,Australia",No
3743,-31.89578,115.76431,Scarborough,Western Australia,Stirling,AU,Australia,"Scarborough,Stirling,Western Australia,Australia",No
3744,-34.76667,138.63333,Salisbury,South Australia,Salisbury,AU,Australia,"Salisbury,Salisbury,South Australia,Australia",No
3757,-34.49722,137.48534,Port Victoria,South Australia,Yorke Peninsula,AU,Australia,"Port Victoria,Yorke Peninsula,South Australia,Australia",No
3766,-34.95,138.55,Plympton,South Australia,City of West Torrens,AU,Australia,"Plympton,City of West Torrens,South Australia,Australia",No
3768,-32.97205,138.84073,Peterborough,South Australia,Peterborough,AU,Australia,"Peterborough,Peterborough,South Australia,Australia",No
3770,-34.44311,116.03689,Pemberton,Western Australia,Manjimup,AU,Australia,"Pemberton,Manjimup,Western Australia,Australia",No
3779,-28.34994,114.63821,Northampton,Western Australia,Northampton Shire,AU,Australia,"Northampton,Northampton Shire,Western Australia,Australia",No
3780,-31.64932,116.67423,Northam,Western Australia,Northam,AU,Australia,"Northam,Northam,Western Australia,Australia",No
3801,-34.97892,138.62184,Mitcham,South Australia,Mitcham,AU,Australia,"Mitcham,Mitcham,South Australia,Australia",No
3802,-31.9,116.0,Midland,Western Australia,Swan,AU,Australia,"Midland,Swan,Western Australia,Australia",No
3806,-28.18333,116.73333,Melville,Western Australia,Yalgoo,AU,Australia,"Melville,Yalgoo,Western Australia,Australia",No
3807,-32.23333,115.78333,Medina,Western Australia,Kwinana,AU,Australia,"Medina,Kwinana,Western Australia,Australia",No
3812,-35.01667,138.56667,Marion,South Australia,Marion,AU,Australia,"Marion,Marion,South Australia,Australia",No
3813,-35.04468,138.51236,Marino,South Australia,Marion,AU,Australia,"Marino,Marion,South Australia,Australia",No
3816,-32.01594,115.86714,Manning,Western Australia,South Perth,AU,Australia,"Manning,South Perth,Western Australia,Australia",No
3822,-35.17182,138.83589,Macclesfield,South Australia,Mount Barker,AU,Australia,"Macclesfield,Mount Barker,South Australia,Australia",No
3827,-34.60449,138.59125,Lewiston,South Australia,Mallala,AU,Australia,"Lewiston,Mallala,South Australia,Australia",No
3842,-33.20531,138.60503,Jamestown,South Australia,Northern Areas,AU,Australia,"Jamestown,Northern Areas,South Australia,Australia",No
3845,-35.11667,137.65,Honiton,South Australia,Yorke Peninsula,AU,Australia,"Honiton,Yorke Peninsula,South Australia,Australia",No
3846,-35.01667,138.71667,Heathfield,South Australia,Adelaide Hills,AU,Australia,"Heathfield,Adelaide Hills,South Australia,Australia",No
3847,-33.07988,115.89447,Harvey,Western Australia,Harvey,AU,Australia,"Harvey,Harvey,Western Australia,Australia",No
3848,-35.08333,138.53333,Happy Valley,South Australia,Marion,AU,Australia,"Happy Valley,Marion,South Australia,Australia",No
3853,-31.9,115.96667,Guildford,Western Australia,Swan,AU,Australia,"Guildford,Swan,Western Australia,Australia",No
3868,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Australia,"Esperance,Esperance Shire,Western Australia,Australia",No
3870,-34.71944,138.67707,Elizabeth,South Australia,Salisbury,AU,Australia,"Elizabeth,Salisbury,South Australia,Australia",No
3871,-33.5713,115.82446,Donnybrook,Western Australia,Donnybrook-Balingup,AU,Australia,"Donnybrook,Donnybrook-Balingup,Western Australia,Australia",No
3874,-17.30295,123.62864,Derby,Western Australia,Derby-West Kimberley,AU,Australia,"Derby,Derby-West Kimberley,Western Australia,Australia",No
3875,-34.96067,117.35321,Denmark,Western Australia,Denmark,AU,Australia,"Denmark,Denmark,Western Australia,Australia",No
3878,-35.03333,138.56667,Darlington,South Australia,Onkaparinga,AU,Australia,"Darlington,Onkaparinga,South Australia,Australia",No
3879,-31.91906,116.0812,Darlington,Western Australia,Mundaring,AU,Australia,"Darlington,Mundaring,Western Australia,Australia",No
3893,-34.86667,138.51667,Cheltenham,South Australia,Port Adelaide Enfield,AU,Australia,"Cheltenham,Port Adelaide Enfield,South Australia,Australia",No
3900,-35.11977,139.0414,Callington,South Australia,Mount Barker,AU,Australia,"Callington,Mount Barker,South Australia,Australia",No
3906,-35.0182,138.52351,Brighton,South Australia,Adelaide,AU,Australia,"Brighton,Adelaide,South Australia,Australia",No
3907,-35.0,138.75,Bridgewater,South Australia,Adelaide Hills,AU,Australia,"Bridgewater,Adelaide Hills,South Australia,Australia",No
3908,-33.96242,116.13598,Bridgetown,Western Australia,Bridgetown-Greenbushes,AU,Australia,"Bridgetown,Bridgetown-Greenbushes,Western Australia,Australia",No
3911,-30.78204,121.4912,Boulder,Western Australia,Kalgoorlie/Boulder,AU,Australia,"Boulder,Kalgoorlie/Boulder,Western Australia,Australia",No
3912,-35.02139,138.61429,Blackwood,South Australia,Mitcham,AU,Australia,"Blackwood,Mitcham,South Australia,Australia",No
3913,-34.83685,138.49788,Birkenhead,South Australia,Port Adelaide Enfield,AU,Australia,"Birkenhead,Port Adelaide Enfield,South Australia,Australia",No
3915,-32.10839,116.92736,Beverley,Western Australia,Beverley,AU,Australia,"Beverley,Beverley,Western Australia,Australia",No
3916,-32.0,115.91667,Bentley,Western Australia,Canning,AU,Australia,"Bentley,Canning,Western Australia,Australia",No
3917,-31.9,116.01667,Bellevue,Western Australia,Swan,AU,Australia,"Bellevue,Swan,Western Australia,Australia",No
3921,-34.94899,138.66188,Beaumont,South Australia,Burnside,AU,Australia,"Beaumont,Burnside,South Australia,Australia",No
3924,-34.14542,138.41148,Balaklava,South Australia,Wakefield,AU,Australia,"Balaklava,Wakefield,South Australia,Australia",No
3926,-34.31566,115.15922,Augusta,Western Australia,Augusta-Margaret River Shire,AU,Australia,"Augusta,Augusta-Margaret River Shire,Western Australia,Australia",No
3928,-34.42217,137.91907,Ardrossan,South Australia,Yorke Peninsula,AU,Australia,"Ardrossan,Yorke Peninsula,South Australia,Australia",No
3935,-35.0031,117.86595,Albany,Western Australia,Albany,AU,Australia,"Albany,Albany,Western Australia,Australia",No
3938,-33.31664,115.70503,Eaton,Western Australia,Dardanup,AU,Australia,"Eaton,Dardanup,Western Australia,Australia",No
3939,-35.03474,138.52288,Seacliff,South Australia,Adelaide Hills,AU,Australia,"Seacliff,Adelaide Hills,South Australia,Australia",No
3940,-34.98989,138.60158,Clapham,South Australia,Mitcham,AU,Australia,"Clapham,Mitcham,South Australia,Australia",No
3945,-31.97961,115.7823,Claremont,Western Australia,Claremont,AU,Australia,"Claremont,Claremont,Western Australia,Australia",No
3949,-31.99517,115.7998,Dalkeith,Western Australia,Nedlands,AU,Australia,"Dalkeith,Nedlands,Western Australia,Australia",No
3962,-34.3135,148.30107,Young,New South Wales,Young,AU,Australia,"Young,Young,New South Wales,Australia",No
3980,-27.63333,153.1,Woodridge,Queensland,Logan,AU,Australia,"Woodridge,Logan,Queensland,Australia",No
3984,-37.85344,144.99241,Windsor,Victoria, ,AU,Australia,"Windsor, ,Victoria,Australia",No
3986,-37.857,144.89769,Williamstown,Victoria,Hobsons Bay,AU,Australia,"Williamstown,Hobsons Bay,Victoria,Australia",No
3987,-37.51152,145.11836,Whittlesea,Victoria,Whittlesea,AU,Australia,"Whittlesea,Whittlesea,Victoria,Australia",No
3990,-41.52914,146.83914,Westbury,Tasmania,Meander Valley,AU,Australia,"Westbury,Meander Valley,Tasmania,Australia",No
3991,-27.61667,151.86667,Westbrook,Queensland,Toowoomba,AU,Australia,"Westbrook,Toowoomba,Queensland,Australia",No
3994,-32.55588,148.94508,Wellington,New South Wales,Wellington,AU,Australia,"Wellington,Wellington,New South Wales,Australia",No
3998,-28.21901,152.03438,Warwick,Queensland,Southern Downs,AU,Australia,"Warwick,Southern Downs,Queensland,Australia",No
4024,-37.9,145.33333,Tremont,Victoria,Yarra Ranges,AU,Australia,"Tremont,Yarra Ranges,Victoria,Australia",No
4027,-25.28496,152.87886,Torquay,Queensland,Fraser Coast,AU,Australia,"Torquay,Fraser Coast,Queensland,Australia",No
4032,-17.23333,145.48333,Tolga,Queensland,Tablelands,AU,Australia,"Tolga,Tablelands,Queensland,Australia",No
4047,-31.09048,150.92905,Tamworth,New South Wales,Tamworth Municipality,AU,Australia,"Tamworth,Tamworth Municipality,New South Wales,Australia",No
4062,-27.46141,153.02311,Spring Hill,Queensland,Brisbane,AU,Australia,"Spring Hill,Brisbane,Queensland,Australia",No
4063,-37.82975,144.88516,Spotswood,Victoria, ,AU,Australia,"Spotswood, ,Victoria,Australia",No
4065,-27.96724,153.39796,Southport,Queensland,Gold Coast,AU,Australia,"Southport,Gold Coast,Queensland,Australia",No
4068,-38.33958,144.74126,Sorrento,Victoria,Mornington Peninsula,AU,Australia,"Sorrento,Mornington Peninsula,Victoria,Australia",No
4070,-38.21667,145.16667,Somerville,Victoria,Mornington Peninsula,AU,Australia,"Somerville,Mornington Peninsula,Victoria,Australia",No
4071,-38.4,145.16667,Somers,Victoria, ,AU,Australia,"Somers, ,Victoria,Australia",No
4078,-41.39947,146.33897,Sheffield,Tasmania,Kentish,AU,Australia,"Sheffield,Kentish,Tasmania,Australia",No
4079,-24.87593,152.26994,Sharon,Queensland,Bundaberg,AU,Australia,"Sharon,Bundaberg,Queensland,Australia",No
4080,-37.91667,145.38333,Selby,Victoria,Yarra Ranges,AU,Australia,"Selby,Yarra Ranges,Victoria,Australia",No
4082,-38.1,145.13333,Seaford,Victoria,Frankston,AU,Australia,"Seaford,Frankston,Victoria,Australia",No
4083,-41.1578,147.51727,Scottsdale,Tasmania,Dorset,AU,Australia,"Scottsdale,Dorset,Tasmania,Australia",No
4089,-42.93333,147.5,Sandford,Tasmania,Clarence,AU,Australia,"Sandford,Clarence,Tasmania,Australia",No
4090,-38.11095,147.06802,Sale,Victoria,Wellington,AU,Australia,"Sale,Wellington,Victoria,Australia",No
4092,-41.32028,148.23889,St Helens,Tasmania,Break O'Day,AU,Australia,"St Helens,Break O'Day,Tasmania,Australia",No
4093,-37.7,145.13333,Saint Helena,Victoria, ,AU,Australia,"Saint Helena, ,Victoria,Australia",No
4094,-37.60151,145.27235,Saint Andrews,Victoria,Nillumbik,AU,Australia,"Saint Andrews,Nillumbik,Victoria,Australia",No
4096,-38.36667,144.81667,Rye,Victoria, ,AU,Australia,"Rye, ,Victoria,Australia",No
4097,-32.71667,151.53333,Rutherford,New South Wales,Maitland Municipality,AU,Australia,"Rutherford,Maitland Municipality,New South Wales,Australia",No
4102,-26.56741,148.78751,Roma,Queensland,Maranoa,AU,Australia,"Roma,Maranoa,Queensland,Australia",No
4107,-27.6,152.85,Riverview,Queensland,Ipswich,AU,Australia,"Riverview,Ipswich,Queensland,Australia",No
4111,-37.81819,145.00176,Richmond,Victoria,Yarra,AU,Australia,"Richmond,Yarra,Victoria,Australia",No
4112,-33.59956,150.75142,Richmond,New South Wales,Hawkesbury,AU,Australia,"Richmond,Hawkesbury,New South Wales,Australia",No
4122,-20.31667,148.5,Red Hill,Queensland,Whitsunday,AU,Australia,"Red Hill,Whitsunday,Queensland,Australia",No
4128,-33.03773,151.58443,Rathmines,New South Wales,Lake Macquarie Shire,AU,Australia,"Rathmines,Lake Macquarie Shire,New South Wales,Australia",No
4130,-42.0805,145.55646,Queenstown,Tasmania,West Coast,AU,Australia,"Queenstown,West Coast,Tasmania,Australia",No
4136,-37.75,145.01667,Preston,Victoria,Darebin,AU,Australia,"Preston,Darebin,Victoria,Australia",No
4140,-38.3462,141.60257,Portland,Victoria,Glenelg,AU,Australia,"Portland,Glenelg,Victoria,Australia",No
4141,-33.35709,149.98148,Portland,New South Wales,Lithgow,AU,Australia,"Portland,Lithgow,New South Wales,Australia",No
4149,-34.16995,150.61168,Picton,New South Wales,Wollondilly,AU,Australia,"Picton,Wollondilly,New South Wales,Australia",No
4154,-33.75,150.7,Penrith,New South Wales,Penrith Municipality,AU,Australia,"Penrith,Penrith Municipality,New South Wales,Australia",No
4160,-37.78333,144.95,Parkville,Victoria, ,AU,Australia,"Parkville, ,Victoria,Australia",No
4169,-33.28397,149.10018,Orange,New South Wales,Orange Municipality,AU,Australia,"Orange,Orange Municipality,New South Wales,Australia",No
4171,-37.85,145.36667,Olinda,Victoria,Yarra Ranges,AU,Australia,"Olinda,Yarra Ranges,Victoria,Australia",No
4178,-34.0793,150.5132,Oakdale,New South Wales,Wollondilly,AU,Australia,"Oakdale,Wollondilly,New South Wales,Australia",No
4188,-31.6368,152.81357,North Haven,New South Wales,Port Macquarie-Hastings,AU,Australia,"North Haven,Port Macquarie-Hastings,New South Wales,Australia",No
4198,-37.84427,144.88483,Newport,Victoria,Hobsons Bay,AU,Australia,"Newport,Hobsons Bay,Victoria,Australia",No
4199,-33.65517,151.32126,Newport,New South Wales,Pittwater,AU,Australia,"Newport,Pittwater,New South Wales,Australia",No
4202,-37.55846,143.82485,Newington,Victoria,Ballarat North,AU,Australia,"Newington,Ballarat North,Victoria,Australia",No
4203,-32.92715,151.77647,Newcastle,New South Wales,Newcastle,AU,Australia,"Newcastle,Newcastle,New South Wales,Australia",No
4231,-37.58333,143.86667,Mount Pleasant,Victoria, ,AU,Australia,"Mount Pleasant, ,Victoria,Australia",No
4256,-37.81667,145.35,Montrose,Victoria,Yarra Ranges,AU,Australia,"Montrose,Yarra Ranges,Victoria,Australia",No
4257,-37.71667,145.11667,Montmorency,Victoria,Banyule,AU,Australia,"Montmorency,Banyule,Victoria,Australia",No
4266,-37.81667,145.2,Mitcham,Victoria, ,AU,Australia,"Mitcham, ,Victoria,Australia",No
4267,-34.03857,151.10005,Miranda,New South Wales,Sutherland Shire,AU,Australia,"Miranda,Sutherland Shire,New South Wales,Australia",No
4268,-35.31644,150.4361,Milton,New South Wales,Shoalhaven Shire,AU,Australia,"Milton,Shoalhaven Shire,New South Wales,Australia",No
4293,-43.02814,147.26256,Margate,Tasmania,Kingborough,AU,Australia,"Margate,Kingborough,Tasmania,Australia",No
4294,-27.24761,153.09809,Margate,Queensland,Moreton Bay,AU,Australia,"Margate,Moreton Bay,Queensland,Australia",No
4296,-37.052,146.08846,Mansfield,Victoria,Mansfield,AU,Australia,"Mansfield,Mansfield,Victoria,Australia",No
4305,-37.88333,145.48333,Macclesfield,Victoria,Yarra Ranges,AU,Australia,"Macclesfield,Yarra Ranges,Victoria,Australia",No
4313,-41.60512,147.11887,Longford,Tasmania,Northern Midlands,AU,Australia,"Longford,Northern Midlands,Tasmania,Australia",No
4314,-33.9,150.93333,Liverpool,New South Wales,Fairfield,AU,Australia,"Liverpool,Fairfield,New South Wales,Australia",No
4315,-37.96667,144.5,Little River,Victoria,Wyndham,AU,Australia,"Little River,Wyndham,Victoria,Australia",No
4333,-42.91364,147.48747,Lauderdale,Tasmania,Clarence,AU,Australia,"Lauderdale,Clarence,Tasmania,Australia",No
4334,-41.24641,146.42458,Latrobe,Tasmania,Latrobe,AU,Australia,"Latrobe,Latrobe,Tasmania,Australia",No
4336,-32.7,151.6,Largs,New South Wales,Maitland Municipality,AU,Australia,"Largs,Maitland Municipality,New South Wales,Australia",No
4357,-42.97638,147.30351,Kingston,Tasmania,Kingborough,AU,Australia,"Kingston,Kingborough,Tasmania,Australia",No
4358,-34.23333,140.35,Kingston,South Australia,Loxton Waikerie,AU,Australia,"Kingston,Loxton Waikerie,South Australia,Australia",No
4366,-43.12623,147.24641,Kettering,Tasmania,Kingborough,AU,Australia,"Kettering,Kingborough,Tasmania,Australia",No
4368,-33.92019,151.22241,Kensington,New South Wales,Randwick,AU,Australia,"Kensington,Randwick,New South Wales,Australia",No
4369,-37.78333,144.93333,Kensington,Victoria, ,AU,Australia,"Kensington, ,Victoria,Australia",No
4371,-31.63295,152.70393,Kendall,New South Wales,Port Macquarie-Hastings,AU,Australia,"Kendall,Port Macquarie-Hastings,New South Wales,Australia",No
4373,-33.41667,149.6,Kelso,New South Wales,Bathurst Regional,AU,Australia,"Kelso,Bathurst Regional,New South Wales,Australia",No
4374,-36.0991,140.35315,Keith,South Australia,Tatiara,AU,Australia,"Keith,Tatiara,South Australia,Australia",No
4403,-36.71131,142.19981,Horsham,Victoria,Horsham,AU,Australia,"Horsham,Horsham,Victoria,Australia",No
4408,-33.4,151.41667,Holgate,New South Wales,Gosford Shire,AU,Australia,"Holgate,Gosford Shire,New South Wales,Australia",No
4409,-35.72189,147.31387,Holbrook,New South Wales,Greater Hume Shire,AU,Australia,"Holbrook,Greater Hume Shire,New South Wales,Australia",No
4414,-34.17836,150.99522,Helensburgh,New South Wales,Wollongong,AU,Australia,"Helensburgh,Wollongong,New South Wales,Australia",No
4416,-37.75,145.06667,Heidelberg,Victoria,Banyule,AU,Australia,"Heidelberg,Banyule,Victoria,Australia",No
4427,-38.3,145.18333,Hastings,Victoria,Mornington Peninsula,AU,Australia,"Hastings,Mornington Peninsula,Victoria,Australia",No
4428,-31.87227,152.69174,Harrington,New South Wales,Greater Taree,AU,Australia,"Harrington,Greater Taree,New South Wales,Australia",No
4430,-37.95,145.0,Hampton,Victoria, ,AU,Australia,"Hampton, ,Victoria,Australia",No
4431,-37.74425,142.02202,Hamilton,Victoria,Southern Grampians,AU,Australia,"Hamilton,Southern Grampians,Victoria,Australia",No
